1 ; 45.5 ; 32 ; #FFCC30
2 ; 21.6 ; 21 ; #006FB6
3 ; 32.8 ; 17 ; #9B9842
4 ; 21.6 ; 17 ; #B94E9A
5 ; 23.2 ; 34 ; #F58F53
6 ; 31.0 ; 13 ; #7AC597
7 ; 32.0 ; 24 ; #F49FB3
8 ; 43.5 ; 9.0; #C4A4CC
9 ; 32.7 ; 20.0; #CEC73D
10 ; 54.9 ; 12; #DFAF47
11 ; 45.0 ; 23; #8D653D
12 ; 20.0 ; 42; #008B5B
13 ; 34.0 ; 43; #8AD3DE
14 ; 38.9 ; 45; #65318F
